,Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,TouchScreen,IPS,ppi,Speed,HDD,SSD
96,Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux,2.2,0,0,141.21199808219862,2.7,1000,0
97,Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux,2.2,0,0,141.21199808219862,2.0,0,256
98,Asus,Notebook,Intel Core i3,6,Nvidia GeForce,Windows,2.0,0,0,141.21199808219862,2.4,0,256
99,HP,Gaming,Intel Core i7,12,Nvidia GeForce,Windows,2.62,0,1,141.21199808219862,2.8,1000,128
100,HP,Notebook,Intel Core i7,8,AMD Radeon,Windows,1.91,0,0,141.21199808219862,2.7,0,256
101,HP,Notebook,AMD Processor,4,AMD Radeon,Windows,2.1,0,0,141.21199808219862,1.5,500,0
102,Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux,2.2,0,0,141.21199808219862,1.6,1000,0
103,HP,Ultrabook,Intel Core i7,8,Nvidia GeForce,Windows,1.38,0,1,165.6321180513006,2.7,0,256
104,Microsoft,Ultrabook,Intel Core i5,8,Intel HD,Windows,1.252,1,0,200.84255993695703,2.5,0,256
105,HP,Notebook,Intel Core i5,6,Nvidia GeForce,Windows,1.58,0,1,157.3505121487356,2.5,0,256
106,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows,1.85,0,0,141.21199808219862,2.0,1000,0
107,Asus,Ultrabook,Intel Core i7,8,Nvidia GeForce,Windows,1.3,0,1,157.3505121487356,2.7,0,256
108,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.2,0,0,141.21199808219862,2.8,1000,256
109,Lenovo,Notebook,Intel Core i7,8,Intel HD,Windows,1.58,0,1,157.3505121487356,2.7,0,256
110,Asus,Ultrabook,Intel Core i7,16,Nvidia GeForce,Windows,1.5,0,0,141.21199808219862,1.8,1000,256
111,Dell,Ultrabook,Intel Core i7,8,Intel Iris,Windows,1.23,1,0,276.053530085501,2.4,0,256
112,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows,1.37,1,1,165.6321180513006,2.5,0,256
113,HP,Notebook,Intel Core i5,4,Intel UHD,Windows,1.63,0,1,111.93520355955211,1.6,500,0
114,Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows,1.21,0,1,165.6321180513006,1.6,0,256
115,HP,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows,1.26,1,1,165.6321180513006,1.6,0,256
116,HP,Notebook,Intel Core i7,8,Intel UHD,Windows,1.63,0,0,157.3505121487356,1.8,0,512
117,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.16,0,1,141.21199808219862,1.8,1000,256
118,Asus,Notebook,Intel Core i3,4,Nvidia GeForce,Windows,2.0,0,0,127.33567457123111,2.0,1000,0
119,Asus,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,1.7,0,0,141.21199808219862,1.8,0,256
120,Acer,Notebook,Intel Core i3,6,Intel HD,Windows,2.1,1,1,141.21199808219862,2.4,1000,0
121,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,1.8,0,0,141.21199808219862,2.8,2000,256
122,Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,No OS,2.2,0,0,141.21199808219862,2.5,0,256
123,HP,Notebook,Intel Core i7,16,Nvidia GeForce,Windows,2.5,0,0,127.33567457123111,1.8,0,512
124,Acer,Notebook,AMD Processor,4,AMD Radeon,Windows,2.1,0,0,100.45466986113651,3.0,0,256
125,HP,Notebook,Intel Celeron Dual,4,Intel HD,No OS,1.86,0,0,100.45466986113651,1.6,500,0
126,HP,Notebook,Intel Core i5,8,Intel UHD,Windows,1.63,0,0,157.3505121487356,1.6,1000,0
127,Asus,Notebook,AMD Processor,4,AMD Radeon,Windows,1.65,0,0,111.93520355955211,1.5,0,64
128,Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows,2.8,0,0,127.33567457123111,1.8,2000,256
129,HP,Notebook,Intel Core i5,8,Intel UHD,Windows,2.5,0,0,127.33567457123111,1.6,0,256
130,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows,2.36,0,0,100.45466986113651,2.5,1000,0
131,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows,2.2,0,0,141.21199808219862,2.0,1000,0
132,Acer,Ultrabook,Intel Core i7,8,Intel UHD,Windows,1.6,0,1,157.3505121487356,1.8,0,256
133,Acer,Notebook,Intel Core i3,4,Nvidia GeForce,Windows,2.2,0,0,141.21199808219862,2.7,0,256
134,HP,Notebook,Intel Core i7,8,Intel HD,Windows,2.05,0,0,100.45466986113651,2.7,1000,0
135,HP,Notebook,Intel Core i7,8,Intel UHD,Windows,1.63,0,0,157.3505121487356,1.8,0,256
136,Lenovo,Notebook,Intel Celeron Dual,4,Intel HD,No OS,1.9,0,0,100.45466986113651,1.1,1000,0
137,Asus,Gaming,Intel Core i5,8,Nvidia GeForce,Windows,3.0,0,0,127.33567457123111,2.5,1000,128
138,Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,No OS,2.2,0,0,141.21199808219862,2.5,1000,0
139,HP,Notebook,Intel Core i5,4,Intel HD,Windows,1.32,0,1,165.6321180513006,2.5,0,256
140,Acer,Notebook,Intel Core i3,4,Nvidia GeForce,Windows,3.0,0,1,127.33567457123111,2.7,1000,0
141,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows,1.75,0,1,157.3505121487356,1.6,0,256
142,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,No OS,2.4,0,1,141.21199808219862,2.8,0,256
143,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows,2.1,0,0,100.45466986113651,2.3,500,0
144,HP,Notebook,AMD Processor,4,AMD Radeon,Windows,1.86,0,0,100.45466986113651,2.5,0,256
145,Asus,Ultrabook,Intel Core i7,8,Intel UHD,Windows,1.25,0,0,157.3505121487356,1.8,0,256
146,HP,Ultrabook,Other Intel Processor,8,Intel HD,Windows,0.97,1,1,352.4651472131677,1.2,0,512
147,Asus,Notebook,Intel Celeron Dual,4,Intel HD,Windows,2.0,0,0,141.21199808219862,1.1,1000,0
148,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.9,0,0,127.33567457123111,2.8,1000,256
149,Acer,Notebook,Intel Core i3,4,Intel HD,Windows,2.1,0,0,100.45466986113651,2.0,1000,0
150,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.56,0,0,141.21199808219862,2.8,0,512
151,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.62,0,0,141.21199808219862,2.8,0,0
152,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows,1.9,0,0,100.45466986113651,2.5,0,128
153,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.8,0,0,127.33567457123111,2.8,1000,256
154,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows,1.48,0,0,157.3505121487356,2.7,0,256
155,HP,Notebook,Intel Core i5,6,AMD Radeon,Windows,1.91,0,0,141.21199808219862,1.6,0,256
156,Lenovo,2 in 1 Convertible,Intel Core i3,4,Intel HD,Windows,1.74,1,1,157.3505121487356,2.4,0,256
157,Asus,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows,1.1,1,0,165.6321180513006,1.6,0,256
158,Dell,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows,1.56,1,0,141.21199808219862,1.8,0,256
159,Toshiba,Notebook,Intel Core i3,4,Intel HD,Windows,2.1,0,0,100.45466986113651,2.2,500,0
160,Asus,Notebook,AMD Processor,4,AMD Radeon,Windows,2.03,0,0,100.45466986113651,3.0,1000,0
161,Acer,Notebook,Intel Core i5,4,Nvidia GeForce,Windows,3.0,0,1,127.33567457123111,1.6,0,256
162,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows,2.13,0,0,141.21199808219862,1.6,0,256
163,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.5,0,1,141.21199808219862,2.8,0,256
164,Acer,Notebook,Intel Celeron Dual,4,Intel HD,Windows,2.1,0,0,100.45466986113651,1.1,1000,0
165,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.4,0,1,141.21199808219862,2.8,1000,256
166,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows,2.1,0,0,100.45466986113651,1.1,1000,0
167,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.56,0,0,141.21199808219862,2.8,1000,128
168,Acer,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,3.0,0,1,127.33567457123111,1.6,0,256
169,HP,Notebook,Intel Core i5,4,Intel UHD,Windows,1.49,0,1,165.6321180513006,1.6,500,0
170,Huawei,Ultrabook,Intel Core i5,8,Intel HD,Windows,1.05,0,1,199.69207064108247,2.5,0,256
171,HP,Notebook,Intel Core i5,6,AMD Radeon,Windows,2.71,0,1,127.33567457123111,2.5,2000,0
172,Lenovo,Notebook,AMD Processor,4,AMD Radeon,No OS,2.2,0,0,100.45466986113651,2.9,500,0
173,Toshiba,Notebook,Intel Core i3,4,Intel HD,Windows,2.0,0,0,100.45466986113651,2.4,500,0
174,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,2.5,0,0,127.33567457123111,1.6,0,256
175,Dell,Notebook,Intel Core i3,8,Intel HD,Windows,2.3,0,0,100.45466986113651,2.4,1000,0
176,Acer,Notebook,Intel Core i3,4,Intel HD,Windows,2.1,0,0,100.45466986113651,2.0,0,128
177,MSI,Gaming,Intel Core i7,32,Other,Windows,4.4,0,0,119.7232157653423,2.9,1000,512
178,Lenovo,Notebook,Intel Core i5,8,Other,Windows,1.9,0,0,141.21199808219862,2.5,1000,128
179,HP,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows,1.29,1,1,331.2642361026012,1.6,0,256
180,Dell,Notebook,Intel Core i7,16,AMD Radeon,Linux,2.02,0,0,141.21199808219862,1.8,2000,256
181,Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows,1.23,0,0,165.6321180513006,1.6,0,256
182,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel UHD,Windows,1.4,1,1,316.96506044349616,1.8,0,512
183,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows,2.0,0,0,100.45466986113651,2.5,0,128
184,Xiaomi,Notebook,Intel Core i5,8,Nvidia GeForce,No OS,1.95,0,1,141.21199808219862,1.6,0,256
185,Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows,2.77,1,0,127.33567457123111,1.8,0,512
186,Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows,2.06,1,0,282.42399616439724,2.8,0,512
187,Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,No OS,2.4,0,1,141.21199808219862,2.5,0,256
188,Acer,Ultrabook,Intel Core i5,8,Intel HD,Windows,1.12,0,1,165.6321180513006,1.2,0,256
189,Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows,2.8,0,0,127.33567457123111,1.8,1000,128
190,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows,1.42,1,0,209.8006828649808,2.7,0,1000
191,Vero,Notebook,Intel Celeron Dual,4,Intel HD,Windows,1.3,0,1,157.3505121487356,1.1,0,0
192,Xiaomi,Ultrabook,Intel Core i5,8,Nvidia GeForce,No OS,1.3,0,1,165.6321180513006,2.5,0,256
193,Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,No OS,2.8,0,0,106.11306214269258,1.6,0,256
194,Dell,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows,1.62,1,1,165.6321180513006,1.8,1000,0
195,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,2.5,0,1,127.33567457123111,1.6,1000,0
196,Razer,Gaming,Intel Core i7,32,Nvidia GeForce,Windows,3.49,1,0,254.67134914246222,2.9,0,1000
197,HP,Notebook,Intel Core i5,8,Intel UHD,Windows,1.49,0,0,165.6321180513006,1.6,0,512
198,HP,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,3.35,0,1,127.33567457123111,2.8,1000,256
199,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.5,0,0,127.33567457123111,1.8,0,256
200,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.65,0,1,282.42399616439724,2.8,1000,512
201,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows,2.1,0,0,100.45466986113651,2.3,0,128
202,Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.23,0,0,141.21199808219862,2.7,1000,0
203,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,3.2,0,1,141.21199808219862,2.8,1000,512
204,Dell,Workstation,Other Intel Processor,16,Nvidia Quadro,Windows,2.8,0,0,282.42399616439724,3.0,1000,256
205,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,No OS,2.4,0,0,141.21199808219862,2.8,0,512
206,Dell,Notebook,Intel Core i3,6,Intel HD,Windows,2.3,1,0,100.45466986113651,2.4,1000,0
207,Dell,Ultrabook,Intel Core i7,8,Intel UHD,Windows,1.21,1,1,331.2642361026012,1.8,0,256
208,Dell,Ultrabook,Intel Core i7,8,Intel UHD,Windows,1.2,0,0,165.6321180513006,1.8,0,256
209,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows,2.2,0,0,100.45466986113651,2.5,0,256
210,Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Linux,2.4,0,0,141.21199808219862,2.8,1000,0
211,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.9,0,0,127.33567457123111,2.8,1000,256
212,HP,Notebook,Intel Core i3,4,Intel HD,No OS,2.1,0,0,141.21199808219862,2.0,500,0
213,Lenovo,Notebook,Intel Core i5,8,Intel HD,No OS,2.2,0,0,141.21199808219862,2.5,0,256
214,Huawei,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.05,0,1,199.69207064108247,2.7,0,512
215,Dell,Ultrabook,Intel Core i7,8,AMD Radeon,Windows,1.4,0,1,165.6321180513006,1.8,0,256
216,Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,No OS,2.8,0,0,106.11306214269258,2.5,1000,0
217,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,1.63,0,0,157.3505121487356,1.8,0,256
218,Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows,1.6,0,0,157.3505121487356,1.6,0,256
219,Dell,2 in 1 Convertible,Intel Core i7,16,Intel UHD,Windows,1.62,1,0,165.6321180513006,1.8,0,512
220,Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux,2.2,0,0,141.21199808219862,1.6,0,256
221,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows,1.74,0,1,157.3505121487356,1.6,0,256
222,Toshiba,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.2,0,0,165.6321180513006,2.5,0,256
223,HP,Notebook,Intel Core i5,8,Intel UHD,Windows,2.1,0,0,141.21199808219862,1.6,1000,0
224,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,4.42,0,1,127.33567457123111,2.8,1000,256
225,Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.2,0,0,141.21199808219862,2.7,0,256
226,Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows,2.3,1,0,141.21199808219862,2.7,1000,0
227,Asus,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,2.0,0,0,141.21199808219862,2.5,0,256
228,Asus,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,2.69,0,0,127.33567457123111,2.5,500,256
229,HP,Notebook,Intel Core i7,8,Other,Windows,1.9,0,0,141.21199808219862,2.7,1000,0
230,Asus,Notebook,Intel Core i3,4,Intel HD,Windows,2.37,0,0,100.45466986113651,2.4,1000,0
231,HP,Notebook,AMD Processor,4,AMD Radeon,Windows,2.1,0,0,100.45466986113651,1.5,500,0
232,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,3.2,0,1,141.21199808219862,2.8,1000,256
233,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,1.6,0,0,157.3505121487356,2.5,0,256
234,Acer,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows,1.6,1,1,165.6321180513006,2.3,0,256
235,Dell,Notebook,Intel Core i7,16,AMD Radeon,Linux,2.36,0,0,141.21199808219862,2.7,0,256
236,Acer,Notebook,Intel Core i3,4,Intel HD,Linux,2.1,0,0,100.45466986113651,2.0,1000,0
237,Asus,Notebook,AMD Processor,4,AMD Radeon,Windows,2.2,0,0,141.21199808219862,2.5,1000,128
238,Asus,Gaming,Intel Core i7,32,Nvidia GeForce,Windows,4.7,0,0,127.33567457123111,2.9,1000,512
239,Acer,Gaming,Intel Core i5,8,Nvidia GeForce,Windows,2.5,0,1,141.21199808219862,2.5,0,256
240,Lenovo,Notebook,Intel Core i3,8,Intel HD,Windows,2.2,0,0,100.45466986113651,2.0,0,128
241,Asus,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.1,0,0,127.33567457123111,1.8,1000,128
242,Asus,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.69,0,0,127.33567457123111,2.7,1000,128
243,Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows,2.56,0,0,141.21199808219862,2.5,0,256
244,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows,1.38,1,1,158.48253022174808,2.7,0,256
245,Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows,2.2,0,0,141.21199808219862,1.8,2000,128
246,HP,Notebook,Intel Core i5,8,Intel HD,Windows,2.04,1,0,100.45466986113651,2.5,1000,0
247,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,3.6,0,0,127.33567457123111,2.9,0,256
248,HP,Notebook,Intel Core i5,4,Intel UHD,Windows,1.49,0,1,165.6321180513006,1.6,500,0
249,Apple,Ultrabook,Intel Core i5,8,Intel Iris,Mac OS,1.37,0,1,226.98300468106115,3.1,0,512
250,Dell,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows,2.08,1,1,141.21199808219862,1.8,1000,0
251,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,4.3,0,0,127.33567457123111,2.8,1000,256
252,Asus,Notebook,AMD Processor,4,AMD Radeon,Windows,1.68,0,0,100.45466986113651,3.0,1000,0
253,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows,1.37,1,1,158.48253022174808,1.8,0,512
254,Acer,Notebook,Intel Core i3,4,Nvidia GeForce,Windows,3.0,0,1,127.33567457123111,2.7,0,256
255,Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows,1.41,0,0,165.6321180513006,1.6,0,256
256,HP,Notebook,AMD Processor,8,AMD Radeon,Windows,1.91,0,0,100.45466986113651,2.5,0,128
257,HP,Notebook,Intel Core i7,16,Nvidia GeForce,Windows,2.9,0,1,127.33567457123111,1.8,1000,0
258,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,4.14,0,0,127.33567457123111,2.8,1000,512
259,Lenovo,2 in 1 Convertible,Intel Core i7,8,Nvidia GeForce,Windows,2.0,1,1,141.21199808219862,2.8,0,512
260,Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows,2.8,0,0,127.33567457123111,1.8,1000,128
261,Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,2.2,0,0,141.21199808219862,2.0,0,256
262,HP,Notebook,Intel Core i5,4,Intel HD,Windows,2.1,0,1,141.21199808219862,1.6,500,0
263,Dell,Notebook,Intel Core i5,4,Intel HD,Windows,2.18,0,0,141.21199808219862,2.5,1000,0
264,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows,2.24,0,0,141.21199808219862,2.5,1000,0
265,Dell,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows,2.67,1,0,141.21199808219862,1.6,0,256
266,Asus,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows,1.1,1,0,165.6321180513006,1.8,0,1024
267,Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.2,0,0,141.21199808219862,2.5,1000,0
268,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.5,0,0,127.33567457123111,1.8,1000,0
269,Lenovo,Notebook,Intel Core i7,8,Intel UHD,Windows,2.05,0,0,141.21199808219862,1.8,0,256
270,Apple,Ultrabook,Intel Core i5,8,Intel Iris,Mac OS,1.37,0,1,226.98300468106115,2.9,0,512
271,Asus,Gaming,AMD Processor,16,AMD Radeon,Windows,3.2,0,0,127.33567457123111,3.0,1000,256
272,Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux,2.14,0,0,141.21199808219862,1.8,0,256
273,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows,1.36,1,0,209.8006828649808,2.6,0,512
274,Toshiba,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.2,0,0,100.45466986113651,2.5,500,0
275,Dell,Notebook,Intel Core i7,12,Intel HD,Windows,2.3,0,0,100.45466986113651,2.7,1000,0
276,Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux,2.8,0,0,127.33567457123111,1.8,1000,128
277,Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.2,0,1,141.21199808219862,1.8,1000,0
278,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows,2.8,0,0,106.11306214269258,2.0,1000,0
279,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.8,0,0,127.33567457123111,1.8,2000,0
280,Lenovo,Notebook,Intel Core i7,6,Nvidia GeForce,Windows,2.8,0,0,106.11306214269258,2.7,1000,128
281,Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux,2.25,0,0,141.21199808219862,2.0,1000,0
282,Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,Windows,2.5,0,1,141.21199808219862,2.5,0,256
283,Lenovo,Notebook,Intel Core i5,6,Intel HD,Windows,2.2,0,0,141.21199808219862,2.5,0,256
284,Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,3.0,0,1,141.21199808219862,1.8,0,256
285,Acer,Notebook,Intel Core i7,12,Intel HD,Windows,2.15,1,1,141.21199808219862,2.7,1000,0
286,Lenovo,Notebook,Intel Core i7,8,Intel HD,Windows,1.95,0,1,141.21199808219862,2.7,0,256
287,Asus,Ultrabook,Intel Core i5,8,Nvidia GeForce,Windows,1.7,0,0,141.21199808219862,2.5,0,256
288,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.5,0,1,141.21199808219862,2.8,1000,256
289,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,0,0,141.21199808219862,2.7,1000,0
290,Acer,Notebook,Intel Celeron Dual,2,Intel HD,Other,2.19,0,0,100.45466986113651,1.5,0,16
291,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,3.0,0,0,127.33567457123111,2.8,1000,0
292,HP,Notebook,Intel Core i3,8,Intel HD,Windows,2.54,0,0,106.11306214269258,2.0,1000,0
293,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.0,0,0,141.21199808219862,2.8,0,256
294,Lenovo,Notebook,Intel Core i5,8,Intel UHD,Windows,2.05,0,0,141.21199808219862,1.6,0,256
295,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,3.2,0,1,141.21199808219862,2.8,1000,0
296,Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Linux,2.5,0,0,141.21199808219862,2.8,0,256
297,Dell,Workstation,Intel Core i7,16,Nvidia Quadro,Windows,3.42,0,0,127.33567457123111,2.9,0,256
298,Lenovo,Notebook,AMD Processor,6,AMD Radeon,Windows,2.4,0,0,141.21199808219862,2.4,1000,0
299,Asus,Ultrabook,Intel Core i7,16,Nvidia GeForce,Windows,1.63,0,0,141.21199808219862,2.7,0,512
300,Asus,Notebook,Intel Core i3,4,Intel HD,Windows,1.3,0,0,111.93520355955211,2.4,0,128
301,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.9,0,0,127.33567457123111,2.8,1000,256
302,Lenovo,Notebook,Intel Core i5,6,Nvidia GeForce,Windows,2.8,0,0,106.11306214269258,2.5,1000,0
303,Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,No OS,2.2,0,0,100.45466986113651,2.5,2000,0
304,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.5,0,0,141.21199808219862,2.8,1000,128
305,Lenovo,Notebook,Other Intel Processor,4,Intel HD,No OS,2.2,0,0,100.45466986113651,1.1,1000,0
306,HP,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows,1.28,1,0,165.6321180513006,2.8,0,256
307,Toshiba,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.2,0,1,141.21199808219862,2.5,0,256
308,Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,2.3,0,0,141.21199808219862,2.5,1000,128
309,HP,Notebook,Intel Core i3,4,Intel HD,Windows,1.86,0,0,141.21199808219862,2.0,1000,0
310,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows,1.1,0,1,165.6321180513006,2.5,0,256
311,Dell,Ultrabook,Intel Core i7,16,Intel UHD,Windows,1.21,1,1,331.2642361026012,1.8,0,1000
312,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.8,0,1,141.21199808219862,2.8,1000,256
313,Acer,Notebook,AMD Processor,8,AMD Radeon,Windows,2.23,0,0,141.21199808219862,2.2,0,256
314,Asus,2 in 1 Convertible,Intel Celeron Dual,2,Intel HD,Windows,1.1,1,0,135.0942111925629,1.1,0,0
315,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows,2.33,0,0,141.21199808219862,1.6,1000,128
316,HP,2 in 1 Convertible,Intel Core i7,16,Intel UHD,Windows,1.29,1,1,331.2642361026012,1.8,0,1000
317,Lenovo,Notebook,Intel Celeron Dual,4,Intel HD,Other,1.45,0,0,117.82653006268643,1.6,0,0
318,HP,Notebook,Intel Core i5,8,Intel HD,Windows,1.95,0,0,157.3505121487356,2.5,0,256
319,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows,1.4,0,0,135.0942111925629,1.6,0,0
320,HP,Notebook,Intel Core i7,8,Intel HD,Windows,1.48,0,0,157.3505121487356,2.7,0,256
321,Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,Windows,2.79,0,0,106.11306214269258,2.5,1000,0
322,Asus,Notebook,Intel Core i7,8,Intel HD,Windows,2.0,0,0,157.3505121487356,2.7,0,256
323,HP,Notebook,Intel Core i7,8,Intel UHD,Windows,2.1,0,1,100.45466986113651,1.8,1000,0
324,Acer,Notebook,AMD Processor,8,AMD Radeon,Windows,2.2,0,0,100.45466986113651,2.7,0,256
325,Lenovo,Notebook,Intel Celeron Dual,4,Intel HD,Windows,1.44,0,0,111.93520355955211,1.1,0,0
326,Acer,Notebook,Intel Core i5,6,Intel HD,Windows,2.23,0,0,100.45466986113651,2.5,1000,0
327,Asus,Ultrabook,Intel Core i7,8,Nvidia GeForce,Windows,1.7,0,0,141.21199808219862,2.7,0,256
328,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.26,0,0,176.23257360658386,2.7,0,256
329,Dell,Notebook,Intel Core i7,32,Nvidia GeForce,Windows,2.06,1,0,282.42399616439724,2.8,0,1000
330,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.7,0,0,127.33567457123111,2.8,1000,256
331,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows,2.0,0,1,141.21199808219862,2.5,0,256
332,Asus,Notebook,Intel Core i7,8,Intel HD,Windows,2.0,0,0,157.3505121487356,2.7,1000,256
